timestamp,time_s,disp_mm,disp_ul,raw_V,avg_V
2026-06-12T17:47:03.967103,2.600374,5.200747,91.385633,1.006777,1.001894
2026-06-12T17:47:03.980236,2.611374,5.222747,91.772205,1.008389,1.002493
2026-06-12T17:47:03.988746,2.621423,5.242847,92.125392,1.014838,1.004658
2026-06-12T17:47:03.999806,2.631733,5.263466,92.487705,1.019997,1.006178
2026-06-12T17:47:04.010772,2.641895,5.283791,92.844838,1.014193,1.006731
2026-06-12T17:47:04.021544,2.652436,5.304872,93.215276,0.993880,1.006731
2026-06-12T17:47:04.029347,2.662648,5.325296,93.574159,1.010324,1.009771
2026-06-12T17:47:04.042128,2.673087,5.346174,93.941023,1.024189,1.012259
2026-06-12T17:47:04.050362,2.682933,5.365866,94.287029,1.027736,1.015022
2026-06-12T17:47:04.066779,2.697342,5.394684,94.793409,1.031282,1.017371
2026-06-12T17:47:04.072127,2.704149,5.408298,95.032643,1.027091,1.018385
2026-06-12T17:47:04.083642,2.715207,5.430414,95.421243,0.985496,1.014285
2026-06-12T17:47:04.091621,2.724214,5.448428,95.737793,0.992267,1.014055
2026-06-12T17:47:04.101145,2.734170,5.468339,96.087662,1.012903,1.014423
2026-06-12T17:47:04.113545,2.744140,5.488281,96.438061,0.974856,1.007376
2026-06-12T17:47:04.121534,2.755133,5.510266,96.824388,0.974211,0.999730
2026-06-12T17:47:04.133409,2.765699,5.531398,97.195704,1.000006,0.995261
2026-06-12T17:47:04.142040,2.775520,5.551041,97.540857,1.006455,0.992313
2026-06-12T17:47:04.155299,2.785721,5.571441,97.899329,1.007422,0.995446
2026-06-12T17:47:04.166536,2.797034,5.594068,98.296912,1.010001,0.997979
2026-06-12T17:47:04.176131,2.807342,5.614684,98.659168,1.010969,0.997703
2026-06-12T17:47:04.184177,2.817231,5.634463,99.006718,1.013871,1.003276
2026-06-12T17:47:04.196721,2.828719,5.657438,99.410437,1.014838,1.009080
2026-06-12T17:47:04.208107,2.838682,5.677364,99.760558,1.014193,1.011107
2026-06-12T17:47:04.217067,2.848960,5.697920,100.121775,1.011291,1.011798
2026-06-12T17:47:04.229358,2.859867,5.719734,100.505069,1.012259,1.012489
2026-06-12T17:47:04.238526,2.870247,5.740494,100.869856,1.013226,1.012949
2026-06-12T17:47:04.247699,2.880900,5.761800,101.244237,0.991945,1.010232
2026-06-12T17:47:04.258135,2.892771,5.785543,101.661444,0.976790,1.004935
2026-06-12T17:47:04.267927,2.901348,5.802696,101.962854,0.997426,1.002447
2026-06-12T17:47:04.280149,2.911532,5.823063,102.320742,0.918107,0.988721
2026-06-12T17:47:04.291505,2.923115,5.846229,102.727803,0.893279,0.971862
2026-06-12T17:47:04.300380,2.932636,5.865272,103.062420,0.901985,0.956108
2026-06-12T17:47:04.309866,2.943522,5.887045,103.445000,0.966795,0.949475
2026-06-12T17:47:04.322837,2.953341,5.906682,103.790054,0.983239,0.948232
2026-06-12T17:47:04.333118,2.963799,5.927597,104.157575,1.007422,0.952608
2026-06-12T17:47:04.341445,2.974550,5.949100,104.535415,0.995492,0.952331
2026-06-12T17:47:04.351068,2.984872,5.969745,104.898178,1.006777,0.964998
2026-06-12T17:47:04.363760,2.994501,5.989002,105.236551,1.023866,0.983654
2026-06-12T17:47:04.371596,3.004917,6.009833,105.602596,1.024834,1.001204
2026-06-12T17:47:04.383681,3.015378,6.030757,105.970255,0.991945,1.004796
2026-06-12T17:47:04.393707,3.026203,6.052406,106.350674,0.994847,1.006455
2026-06-12T17:47:04.405030,3.037673,6.075345,106.753746,1.007744,1.006501
2026-06-12T17:47:04.413878,3.047173,6.094347,107.087631,0.985819,1.005119
2026-06-12T17:47:04.424808,3.057550,6.115100,107.452303,0.995169,1.003461
2026-06-12T17:47:04.434336,3.067228,6.134455,107.792405,1.018062,1.002631
2026-06-12T17:47:04.446524,3.077570,6.155141,108.155881,1.026768,1.002908
2026-06-12T17:47:04.458118,3.088530,6.177061,108.541059,1.027413,1.007975
2026-06-12T17:47:04.467419,3.098811,6.197622,108.902345,1.028703,1.012811
2026-06-12T17:47:04.475499,3.109087,6.218174,109.263488,1.027736,1.015667
2026-06-12T17:47:04.488166,3.118719,6.237438,109.601985,1.025801,1.021379
2026-06-12T17:47:04.497127,3.129521,6.259042,109.981599,1.027413,1.025985
2026-06-12T17:47:04.508665,3.140014,6.280028,110.350357,1.031282,1.027874
2026-06-12T17:47:04.519091,3.150160,6.300319,110.706910,1.030315,1.028380
2026-06-12T17:47:04.529624,3.160074,6.320147,111.055317,1.031927,1.029025
2026-06-12T17:47:04.538300,3.170765,6.341530,111.431041,1.020642,1.027874
2026-06-12T17:47:04.549786,3.181156,6.362312,111.796221,0.964860,1.018892
2026-06-12T17:47:04.558136,3.191382,6.382764,112.155600,0.977758,1.012028
2026-06-12T17:47:04.568101,3.201080,6.402160,112.496416,1.011936,1.009817
2026-06-12T17:47:04.580345,3.212084,6.424169,112.883147,1.025478,1.008988
2026-06-12T17:47:04.591493,3.222209,6.444419,113.238969,1.031605,1.009172
2026-06-12T17:47:04.601717,3.232555,6.465110,113.602557,1.031605,1.009126
2026-06-12T17:47:04.608991,3.242171,6.484343,113.940499,0.988721,1.004566
2026-06-12T17:47:04.621747,3.252586,6.505172,114.306498,0.968730,1.005119
2026-06-12T17:47:04.630659,3.263058,6.526117,114.674536,1.011936,1.010001
2026-06-12T17:47:04.642657,3.273826,6.547651,115.052938,1.011614,1.009955
2026-06-12T17:47:04.652750,3.284339,6.568677,115.422399,1.012259,1.008067
2026-06-12T17:47:04.663374,3.294553,6.589106,115.781356,1.027413,1.007468
2026-06-12T17:47:04.671104,3.303993,6.607987,116.113133,1.029348,1.007146
2026-06-12T17:47:04.683254,3.314837,6.629673,116.494198,1.029348,1.012949
2026-06-12T17:47:04.691530,3.325036,6.650072,116.852628,1.026446,1.021195
2026-06-12T17:47:04.702015,3.334985,6.669969,117.202265,1.032572,1.024143
2026-06-12T17:47:04.713371,3.345503,6.691006,117.571905,1.035474,1.027551
2026-06-12T17:47:04.725330,3.355897,6.711794,117.937184,1.038698,1.031328
2026-06-12T17:47:04.733762,3.366067,6.732135,118.294616,1.037086,1.032710
2026-06-12T17:47:04.743756,3.376683,6.753366,118.667679,1.034507,1.033447
2026-06-12T17:47:04.755555,3.387342,6.774684,119.042279,1.029993,1.033539
2026-06-12T17:47:04.766459,3.398314,6.796629,119.427881,1.033862,1.034599
2026-06-12T17:47:04.774827,3.407329,6.814658,119.744673,1.037731,1.035336
2026-06-12T17:47:04.784725,3.418289,6.836579,120.129861,1.040633,1.036073
2026-06-12T17:47:04.796703,3.428653,6.857306,120.494068,1.042568,1.036626
2026-06-12T17:47:04.808628,3.439178,6.878357,120.863976,1.042568,1.037409
2026-06-12T17:47:04.817455,3.449552,6.899104,121.228527,1.041600,1.038422
2026-06-12T17:47:04.829670,3.460813,6.921627,121.624297,1.043535,1.040357
2026-06-12T17:47:04.838540,3.470602,6.941204,121.968293,1.041923,1.041508
