timestamp,time_s,disp_mm,disp_ul,raw_V,avg_V
2026-06-12T18:17:24.572680,0.005335,0.002667,0.046869,0.785585,0.785585
2026-06-12T18:17:24.579325,0.013658,0.006829,0.119995,0.785585,0.785585
2026-06-12T18:17:24.591922,0.024487,0.012243,0.215136,0.786552,0.785908
2026-06-12T18:17:24.598730,0.034464,0.017232,0.302791,0.785908,0.785908
2026-06-12T18:17:24.612177,0.044757,0.022378,0.393225,0.784295,0.785585
2026-06-12T18:17:24.621027,0.054837,0.027419,0.481790,0.784295,0.785370
2026-06-12T18:17:24.632140,0.065270,0.032635,0.573450,0.785263,0.785355
2026-06-12T18:17:24.641401,0.075237,0.037619,0.661020,0.778814,0.784388
2026-06-12T18:17:24.649870,0.085360,0.042680,0.749959,0.780749,0.783697
2026-06-12T18:17:24.662611,0.095866,0.047933,0.842260,0.784618,0.783420
2026-06-12T18:17:24.673765,0.106012,0.053006,0.931399,0.783973,0.783144
2026-06-12T18:17:24.682093,0.116381,0.058190,1.022502,0.782361,0.782867
2026-06-12T18:17:24.691058,0.126644,0.063322,1.112672,0.785263,0.783006
2026-06-12T18:17:24.704503,0.137547,0.068774,1.208465,0.783328,0.782729
2026-06-12T18:17:24.712297,0.146955,0.073478,1.291123,0.786552,0.783835
2026-06-12T18:17:24.724264,0.157417,0.078709,1.383038,0.785263,0.784480
2026-06-12T18:17:24.733077,0.167622,0.083811,1.472700,0.785908,0.784664
2026-06-12T18:17:24.745446,0.177809,0.088904,1.562196,0.780749,0.784203
2026-06-12T18:17:24.756219,0.188945,0.094473,1.660041,0.782038,0.784157
2026-06-12T18:17:24.765806,0.198227,0.099113,1.741584,0.783973,0.783973
2026-06-12T18:17:24.775211,0.208604,0.104302,1.832756,0.785585,0.784295
2026-06-12T18:17:24.784401,0.219104,0.109552,1.925006,0.785263,0.784111
2026-06-12T18:17:24.796348,0.229232,0.114616,2.013990,0.786875,0.784341
2026-06-12T18:17:24.807997,0.240299,0.120150,2.111227,0.783651,0.784019
2026-06-12T18:17:24.815802,0.250286,0.125143,2.198965,0.783973,0.784480
2026-06-12T18:17:24.825102,0.259902,0.129951,2.283452,0.783006,0.784618
2026-06-12T18:17:24.837119,0.270211,0.135106,2.374025,0.785585,0.784848
2026-06-12T18:17:24.847962,0.280604,0.140302,2.465335,0.777202,0.783651
2026-06-12T18:17:24.857557,0.291424,0.145712,2.560399,0.782683,0.783282
2026-06-12T18:17:24.866826,0.301297,0.150649,2.647145,0.786230,0.783190
2026-06-12T18:17:24.878928,0.311619,0.155810,2.737828,0.778169,0.782407
2026-06-12T18:17:24.890406,0.322583,0.161292,2.834157,0.776234,0.781301
2026-06-12T18:17:24.898753,0.332710,0.166355,2.923130,0.782038,0.781163
2026-06-12T18:17:24.909042,0.342783,0.171392,3.011633,0.783006,0.780795
2026-06-12T18:17:24.921887,0.354532,0.177266,3.114850,0.785585,0.781992
2026-06-12T18:17:24.928317,0.363439,0.181719,3.193108,0.786230,0.782499
2026-06-12T18:17:24.940365,0.374097,0.187048,3.286744,0.784618,0.782269
2026-06-12T18:17:24.949330,0.384559,0.192279,3.378665,0.784940,0.783236
2026-06-12T18:17:24.962176,0.394877,0.197438,3.469315,0.783328,0.784249
2026-06-12T18:17:24.971041,0.405106,0.202553,3.559186,0.784940,0.784664
2026-06-12T18:17:24.982352,0.416239,0.208120,3.657001,0.784295,0.784848
2026-06-12T18:17:24.991458,0.426075,0.213038,3.743420,0.787197,0.785078
2026-06-12T18:17:25.003751,0.436141,0.218070,3.831853,0.785263,0.784940
2026-06-12T18:17:25.012658,0.446705,0.223353,3.924672,0.784618,0.784940
2026-06-12T18:17:25.024295,0.456708,0.228354,4.012556,0.783973,0.784802
2026-06-12T18:17:25.034260,0.467123,0.233561,4.104054,0.784940,0.785032
